Run#	1396	1395	1392	1393	1394
PMT 2	700	725	750	775	800
1	58.5	55	52.6	48.7	47
2	49.5	46.5	45.7	44.9	46.6
3	70.8	69	66.1	61	57.7
4	0	0	0	0	0
5	285	281	280	270	260	
6	103.5	92.4	90.2	85.6	81.6
7	70.3	66.7	63.9	59.4	54.1
8	0	0	0	0	0
9	103.5	93.5	90.8	87.4	47.8
10	87.1	80.1	78.7	77	71.8
11	112.7	123.5	116.4	113.7	109.1
12	39.3	88.4	87.8	55.4	77.5
13	119.2	104.5	105.5	102.9	92.7
14	52.5	49	46.3	41.4	40.7
15	36.1	33.1	32.5	31.9	33.6
16	48.9	44.5	43.2	41.5	43.1
