Run#	1355	1354	1359	1357	1356
PMT 3	700	725	750	775	800
1	32.2	32.1	33.1	33.3	34.5
2	0	0	0	0	0
3	32.7	33.3	34.5	34.8	35.6
4	31.5	32.5	33.8	34	35.2
5	26.8	27.5	28.7	28.5	28.5
6	29.6	30.1	30.7	30.4	30.9
7	27.3	26.4	25.4	24.1	24
8	27.1	27.5	28.4	28.2	28
9	23.5	24.2	24.8	24.1	24.7
10	27.9	27.3	27.6	26.5	27.3
11	0	0	0	0	0
12	24.2	24.7	25.1	24.6	25.2
13	36.9	33.9	33.4	30.6	31.8
14	23.7	24.6	25.4	24.7	25.4
15	33.3	33.2	34.5	33.6	34.6
16	31.3	31.5	32.7	31.3	32.3
