Pixel	700	725	750	775	800
1	26	26	26	28	30
2	26	26	26	28	30
3	26	26	26	28	30
4	0	0	0	0	0
5	26	26	26	28	30
6	28	32	34	36	34
7	29	34	34	34	34
8	30	32	32	33	34
9	25	26	26	26	26
10	25	26	26	26	26
11	25	25	25	26	26
12	25	26	26	26	26
13	0	26	26	26	26
14	0	0	0	0	0
15	0	0	25	25	25
16	0	0	0	0	0
