2.00	.05
2.03	.1
2.06	.3
2.09	.5
2.12	.75
2.15	1.
2.18	1.5
2.21	1.85
2.24	2.3
2.27	2.75
2.30	3.25
2.33	3.8
2.36 	4.5
2.39 	5.2
2.42 	6
2.45 	7
2.48 	8.5
2.51 	9.5
2.54	11.1 
2.57 	12.4
2.60 	12.9
2.63 	13
2.66 	12.8
2.69 	12.3
2.72 	11.1
2.75 	11
2.78 	12
2.81 	11
2.84 	17
2.87	16.9 
2.90	15 
2.93 	9
2.96 	2.5
2.99 	1.0
3.02 	.05
3.05 	0
3.08 	0
3.11 	0
3.14 	0
3.17 	0
3.20 	0
3.23 	0
3.26 	0
3.29 	0
3.32 	0
3.35 	0
3.38 	0
3.41 	0
3.44 	0
3.47	0

