Run #	1516	1515	1514	1512	1511
PMT 8	700V	725V	750V	775V	800V
1	0.0	0.0	0.0	0.0	0.0
2	46.3	43.3	41.8	41.5	42.5
3	0.0	0.0	0.0	0.0	0.0
4	37.5	35.4	34.9	35.0	35.8
5	41.2	38.6	37.5	37.4	38.0
6	52.6	49.6	45.5	42.7	41.8
7	38.3	35.9	33.2	32.4	32.3
8	29.1	28.0	27.4	28.1	29.1
9	52.5	49.0	45.9	43.6	43.3
10	43.0	40.3	38.5	37.7	38.1
11	28.7	28.0	28.5	28.9	30.0
12	54.8	50.8	47.3	44.3	43.8
13	148.7	138.0	128.8	120.3	120.0
14	30.8	30.0	29.8	30.5	31.9
15	39.9	37.8	37.1	37.1	38.3
16	320.4	303.3	276.1	263.4	261.9
