Run #	1506	1505	1504	1502	1501
PMT 7	700V	725V	750V	775V	800V
1	0.0	0.0	0.0	0.0	0.0
2	27.7	26.8	27.2	28.0	28.9
3	30.2	28.8	28.8	29.1	30.2
4	139.1	132.0	121.8	120.8	114.0
5	41.8	38.4	35.0	32.7	32.1
6	81.7	77.4	75.0	68.7	61.7
7	94.4	88.7	87.0	82.8	75.1
8	87.7	81.4	76.9	72.4	66.0
9	79.2	75.5	71.6	66.4	60.7
10	66.8	63.2	59.2	53.4	49.4
11	60.1	57.6	53.8	49.5	43.8
12	29.2	28.1	27.7	28.4	28.6
13	0.0	0.0	0.0	0.0	0.0
14	48.9	45.9	42.7	40.9	40.3
15	33.7	32.6	32.6	33.2	34.1
16	630.0	615.4	589.3	545.1	480.0
