Run #	1509	1508	1507	1506	1505
PMT 11	700V	725V	750V	775V	800V
1	124.1	120.6	117.3	108.5	102.3
2	39.2	36.8	34.4	32.9	32.6
3	55.4	51.2	45.5	43.5	41.0
4	105.6	102.7	98.8	94.6	89.7
5	171.8	173.8	164.7	160.3	153.3
6	47.6	44.8	43.9	44.2	45.3
7	79.3	74.3	68.6	65.0	64.6
8	66.7	60.7	54.9	50.8	49.1
9	23.5	24.0	24.9	25.5	26.2
10	111.3	106.7	104.1	98.5	92.3
11	19.3	19.8	20.5	20.5	20.5
12	49.4	64.1	51.8	61.8	77.9
13	0.0	0.0	0.0	0.0	0.0
14	180.8	176.7	167.9	163.1	155.6
15	0.0	0.0	0.0	0.0	0.0
16	100.9	96.8	92.2	84.1	77.4
