Run #	1454	1453	1452	1450	1449
PMT 14	700V	725V	750V	775V	800V
1	122.2	115.0	116.5	107.5	100.7
2	57.1	53.9	50.6	49.4	48.9
3	104.9	105.3	99.9	93.0	83.0
4	71.9	69.5	65.9	61.4	58.3
5	49.6	46.3	43.3	42.7	41.7
6	66.6	64.5	58.8	53.6	47.2
7	72.4	67.5	63.5	57.5	53.9
8	0.0	0.0	0.0	0.0	0.0
9	32.2	31.9	32.2	32.5	32.4
10	28.7	28.8	29.5	29.3	29.0
11	32.0	32.0	32.4	32.5	32.3
12	0.0	0.0	0.0	0.0	0.0
13	65.1	60.3	57.8	56.6	55.5
14	38.6	38.5	38.7	38.6	38.0
15	39.7	39.6	40.0	40.0	39.0
16	125.7	126.2	124.2	126.0	124.8
