Pixel	700	725	750	775	800
1	0	0	0	0	0
2	0	0	0	0	0
3	0	0	0	0	0
4	0	0	0	0	0
5	0	0	0	0	0
6	0	0	0	0	0
7	38	38	38	38	38
8	24	25	25	25	26
9	35	35	36	37	38
10	0	0	0	0	0
11	0	0	0	0	0
12	0	0	0	0	0
13	0	0	0	0	0
14	24	24	24	24	25
15	0	0	0	0	0
16	0	0	0	0	0
