Run#	1526	1525	1524	1523	1521
PMT 5	700V	725V	750V	775V	800V
1	72.4	69.9	65.3	61.2	57.4
2	108.8	103.0	98.4	91.9	85.8
3	104.4	90.1	89.9	85.1	63.1
4	176.1	162.1	152.8	144.7	143.1
5	38.9	36.2	34.2	34.1	34.4
6	0.0	0.0	0.0	0.0	0.0
7	35.2	33.4	33.0	33.8	34.6
8	36.2	33.9	33.3	33.9	34.3
9	26.6	26.3	26.5	27.4	28.0
10	22.1	22.1	22.5	23.4	24.3
11	21.1	21.0	21.7	22.9	23.3
12	24.3	24.1	24.5	24.9	25.8
13	0.0	0.0	0.0	0.0	0.0
14	303.2	290.4	266.0	250.7	243.3
15	38.2	35.7	33.9	33.8	33.8
16	43.8	40.7	38.0	37.4	37.1
