Run#	1396	1395	1392	1393	1394
PMT 4	700	725	750	775	800
1	0	0	0	0	0
2	335	330	324	320	306	
3	116.3	110.2	107.8	102.7	95.8
4	66	61	56.1	51.4	50.5
5	100.3	96.3	94	87.8	82.1
6	160.7	150.8	144.2	136.5	130.1
7	151.2	138.1	137.8	129.8	121.9
8	86.3	83	78.2	71.6	64.7
9	27.5	27.9	28.6	28.8	29.8
10	23.5	23.3	23.9	24.1	24.4
11	29.4	28.3	28.4	28.5	29.3
12	120.4	114.5	109.9	104.6	97.8
13	0	0	0	0	0
14	155.2	141.6	138	129.1	121.8
15	45.8	40.5	37.7	34.2	33.4
16	33.7	31.6	32.2	31.4	33.3
