Pixel	700	725	750	775	800
1	26	26	26	28	28
2	25	25	26	28	28
3	26	27	28	30	30
4	0	0	0	0	0
5	26	26	26	26	28
6	24	25	26	26	26
7	24	26	26	26	26
8	24	25	26	26	26
9	26	27	28	30	30
10	25	26	26	30	32
11	29	30	30	30	32
12	27	27	28	30	32
13	25	25	26	28	30
14	0	0	0	0	0
15	24	24	25	26	28
16	28	29	32	33	33
