Dist	700	725	750	775	800
1.0	2.85	6.15	8.97	9.75	24.13
1.4	0.3	1.57	2.72	1.5	36.58
2.0	0.2	1.4	1.15	0.7	15.85
2.2	0.4	0.93	0.53	0.93	8.47
