Run#	1355	1359	1354	1357	1356
PMT 1	700	725	750	775	800
1	41	39	37	37	38
2	45	42	40	40	41
3	39	37	35	34	34
4	0	0	0	0	0
5	0	0	0	0	0
6	34	32	30	29	29
7	33	32	31	32	33
8	34	33	32 	33	34
9	39	38	37	38	38
10	46	44	40	39	37
11	53	48	45	42	40
12	36	34	33	33	34
13	34	33	32	33	33
14	60	57	53	52	51
15	60	56	53	54	53
16	42	41	40	41	42
