Pixel	700	725	750	775	800
1	28	30	30	30	32
2	28	29	30	30	32
3	29	29	29	29	30
4	0	0	0	0	0
5	0	0	0	0	0
6	30	30	30	30	32
7	30	30	32	32	33
8	30	30	32	32	33
9	29	30	30	32	33
10	26	27	27	28	28
11	25	26	26	28	29
12	30	30	30	32	33
13	30	30	32	33	34
14	25	25	26	26	26
15	25	25	26	28	30
16	29	29	30	32	33
